Fertilizer Name;N (%);P (%);K (%);Fertilizer Type;Absorption Rate (%);Price per kg (TND);State;Region of Use in Tunisia;Specific Crop;Crop N;Crop P;Crop K;Application Method;Root Depth (cm);Soil_P;Soil_K;Soil_N;pH;Usage (Dosage)
ALGA-PLEX;10;5;10;Chemical;60;2.54;Nabeul;North;Tomato;142;33;22;Radicular and Foliar;45;25.47195922493156;123.13090743788356;53.52714346051655;6.876221770139948;12.67
IDAI ALGAFER;15;15;10;Granular;80;2.7;Ben Arous;North;Potato;61;62;21;Radicular and Foliar;50;30.9;142.1;31.056389909809106;7.455268675490817;8.84
FERROACTIV H48;15;10;5;Chemical;70;2.36;Medenine;South;Corn;142;61;34;Foliar;70;21.24751073368416;40.570467892759424;24.4668035611304;7.6534125899515155;17.22
DAP;18;46;0;Granular;61;3.82;Bizerte;North;Potato;61;62;21;Radicular and Soil Application;50;33.1;96.3115788411816;41.07583937578116;6.807364598746979;44.96
FORCEX ECO;10;5;10;Organic;60;1.82;Bizerte;North;Potato;61;62;21;Radicular and Foliar;50;31.2;89.8927667566159;48.390934647213655;6.723113324980591;10.42
AGRIFUL;15;10;15;Organic;70;2.94;Sfax;South;Tomato;142;33;22;Radicular and Foliar;45;5.8;91.4;39.8;7.63330207380906;7.76
STIMUL NOSSUM SP;15;15;10;Organic;75;3.37;Gabes;South;Olive;146;70;40;Radicular and Foliar;80;5.599916576547922;82.13486488775646;41.04892191699649;8.400430427970159;7.37
FOLIARFEED 10-5-5;10;5;5;Granular;65;2.18;Zaghouan;North;Potato;61;62;21;Foliar;50;17.8;151.9950261624981;78.5;7.2686280655206845;6.85
UREA 46-0-0;46;0;0;Organic;75;3.78;Tozeur;South;Corn;142;61;34;Soil Application;70;23.353508901592985;62.3;15.2;8.058353726453916;91.77
SYNAFER PREMIUM Fe 6% EDDHA;5;15;10;Liquid;55;2.42;Manouba;North;Olive;146;70;40;Radicular and Soil Application;80;35.06828191457017;;42.337227054345085;6.68095263772198;8.6
AGRIFUL;15;10;15;Organic;70;2.5;Tunis;North;Corn;142;61;34;Radicular and Foliar;70;25.27733157200112;143.3;61.6;7.233391491637339;5.56
PERFECTOSE;15;5;10;Liquid;50;2.84;Zaghouan;North;Corn;142;61;34;Radicular and Foliar;70;18.622730549141675;142.1;84.5;7.262139629677517;11.66
FERTIMAX 15-15-15;15;15;15;Granular;63;2.76;Mahdia;Central;Potato;61;62;21;Soil Application;50;13.3;100.3;33.1;7.462771184759533;7.75
TURBO;15;10;15;Chemical;60;3.33;Ariana;North;Tomato;142;33;22;Radicular and Foliar;45;19.036129948684856;84.31469868984196;30.193402960685184;7.434599279808075;7.43
FARINA DI BASALTO;15;5;5;Organic;50;2.29;Ariana;North;Wheat;41;73;79;Soil Application;60;18.75091896271673;83.19130373103158;31.3;7.164775643305902;19.63
Tradecitrus;15;10;15;Chemical;75;3.5;Tataouine;South;Tomato;142;33;22;Radicular and Foliar;45;22.1;83.38447744813142;;7.526735856331785;5.0
FERTICROP ORGANIC PLUS;15;12;15;Organic;55;2.98;Nabeul;North;Potato;61;62;21;Soil Application;50;22.994521338629497;108.4;;6.705862638630307;5.0
TRADEBOR;12;10;20;Liquid;50;3.25;Bizerte;North;Wheat;41;73;79;Radicular and Foliar;60;26.88767357592096;87.2;45.7;6.856573432656058;5.0
BLACKFORT;10;5;10;Granular;70;2.12;Bizerte;North;Olive;146;70;40;Radicular and Foliar;80;27.995729048862945;91.3;42.27548378885759;6.784067802252432;7.44
PANORAMIX WHEAT;10;5;10;Liquid;80;1.99;Tunis;North;Olive;146;70;40;Seed Treatment;80;25.4;141.1402580643585;;7.069231916184379;5.0
ACM SEAFORCE;5;10;15;Liquid;85;2.7;Jendouba;North;Olive;146;70;40;Seed Treatment and Foliar;80;26.788194934994245;86.56380316244706;56.13991411758454;6.7633656679410485;5.0
Tradecitrus;15;10;15;Chemical;75;3.11;Sfax;South;Olive;146;70;40;Radicular and Foliar;80;6.1;89.0;45.7;7.743082012503732;5.0
ACA 27 ORGANIC;10;15;15;Chemical;85;2.6;Monastir;Central;Barley;127;39;57;Radicular and Foliar;55;13.30610239605858;97.4;23.1;8.176146080398881;5.69
HUMILIG 8-8;8;8;8;Granular;85;1.9;Sousse;Central;Olive;146;70;40;Radicular;80;15.408076087157232;69.41016661301363;53.80282034030064;7.643933427871927;8.09
BESTCURE;15;10;10;Liquid;75;2.7;Mahdia;Central;Tomato;142;33;22;Radicular and Foliar;45;15.4;104.90215462201202;34.511211141877986;7.619165040839767;10.45
UREA 46-0-0;46;0;0;Organic;75;3.57;Siliana;Central;Tomato;142;33;22;Soil Application;45;18.67399363022053;71.41654721273686;50.1067932906937;7.270306207333189;126.52
HUMILIG 8-8;8;8;8;Granular;85;2.26;Kef;Central;Corn;142;61;34;Radicular;70;15.0;87.52992047652802;27.952927149558683;7.659156239872734;8.62
STIMUL NOSSUM SP;15;15;10;Organic;75;3.13;Monastir;Central;Corn;142;61;34;Radicular and Foliar;70;12.644572880887816;93.40381688385064;19.2;7.887721436516222;8.2
HUMILIG 25 PLUS;10;15;20;Chemical;50;3.68;Tozeur;South;Barley;127;39;57;Radicular and Foliar;55;22.7;76.4;13.94622903291543;8.111444016576629;6.7
NITROPLUS 30-0-0;30;0;0;Organic;85;2.78;Kef;Central;Corn;142;61;34;Soil Application;70;16.144401191436202;96.5;25.87384521551814;7.746953332989623;86.82
STIMUL NOSSUM SP;15;15;10;Organic;75;3.38;Siliana;Central;Potato;61;62;21;Radicular and Foliar;50;19.953707610516734;72.2;53.12904997780969;7.720759142154757;8.18
ACM HUMIC;12;15;10;Granular;50;3.15;Tozeur;South;Corn;142;61;34;Radicular and Foliar;70;23.7;61.3385268763974;15.916630401779535;8.24179484542076;11.66
IDAI BROTAVERD;15;15;10;Granular;75;3.1;Tozeur;South;Olive;146;70;40;Radicular and Foliar;80;23.5338147317019;72.23279392254398;14.7;8.07864688637857;7.21
GLYBET;20;10;10;Liquid;80;2.93;Gafsa;South;Corn;142;61;34;Radicular and Foliar;70;10.894074247510988;60.1;36.916217800396055;8.31438259300891;7.89
TURBO;15;10;15;Chemical;60;3.48;Tataouine;South;Potato;61;62;21;Radicular and Foliar;50;20.2;71.46169983030863;21.2;7.548401865691515;7.29
FERTIGRAIN START;15;15;15;Organic;50;3.32;Gabes;South;Tomato;142;33;22;Seed Treatment;45;4.747028260305667;84.26962177139053;41.18445675518158;8.32935806503357;9.43
N-BALANCER;15;15;10;Granular;75;2.75;Ariana;North;Potato;61;62;21;Radicular and Foliar;50;17.9906433464288;85.1;32.5;7.45346573698682;9.32
ICI;12;5;15;Granular;80;2.89;Ariana;North;Barley;127;39;57;Radicular and Foliar;55;19.22633041904732;91.71257626128823;33.51098738066325;7.478649901673203;6.24
TUNIFERT 12-12-17;12;12;17;Organic;80;3.11;Gafsa;South;Corn;142;61;34;Soil Application;70;11.251264679280064;62.4;34.8;8.24917656331025;5.0
COPPER SULFATE;10;15;15;Granular;55;3.01;Zaghouan;North;Wheat;41;73;79;Soil Application;60;14.7;156.4;86.3;7.273861076969398;5.0
FULVOMAX;12;15;10;Granular;65;2.88;Manouba;North;Wheat;41;73;79;Radicular and Foliar;60;36.96124851426097;99.5;40.4;6.720693144349503;5.0
Urea;46;0;0;Granular;50;3.53;Ariana;North;Corn;142;61;34;Radicular;70;17.65582746407062;85.2;30.9;7.3103636870504;130.39
MAX SEASAILER;15;10;15;Liquid;80;3.03;Sidi Bouzid;Central;Barley;127;39;57;Radicular and Foliar;55;11.2;76.42234933741206;20.8;7.353563758846517;5.66
GLYBET;20;10;10;Liquid;80;3.07;Monastir;Central;Olive;146;70;40;Radicular and Foliar;80;12.764796326575684;102.9818690002801;22.6;7.713056074078575;6.98
ACM SEAFORCE;5;10;15;Liquid;85;2.7;Kasserine;Central;Olive;146;70;40;Seed Treatment and Foliar;80;28.008957546894507;127.99343179409736;47.0;8.07165838233447;5.0
IDAI CA SOIL;8;10;15;Granular;85;2.74;Nabeul;North;Tomato;142;33;22;Radicular and Foliar;45;23.2;122.54925449607468;48.0;6.950339237519778;6.01
BORON PLUS;10;5;15;Granular;50;2.02;Kebili;South;Potato;61;62;21;Foliar;50;19.1;;45.86356601277496;8.075303175278115;8.0
CALMAG 10-0-0 + 12CaO + 6MgO;10;0;0;Chemical;69;1.74;Medenine;South;Barley;127;39;57;Radicular and Foliar;55;19.20385582600069;45.12527358844568;22.2;7.356948712235893;122.42
IDAI ALGAFER;15;15;10;Granular;80;3.4;Sousse;Central;Barley;127;39;57;Radicular and Foliar;55;16.7;69.8;48.090264310165374;7.241339087460027;8.55
FOLIASTIM mix TE liquide;15;15;5;Organic;70;2.28;Kef;Central;Corn;142;61;34;Foliar;70;16.7;93.0;26.978560500350625;7.650141633569914;17.09
AMINOPLUS ORGANIC;10;5;10;Granular;55;1.78;Sidi Bouzid;Central;Potato;61;62;21;Radicular and Foliar;50;11.399313357987022;68.05654772459289;20.99739618864069;7.42074298502956;13.17
ECOFERT 5-3-4;5;3;4;Granular;60;1.38;Tunis;North;Barley;127;39;57;Soil Application;55;24.30281964147513;161.7061772660925;66.2;6.882338398780141;27.67
ASCOFILLUM;15;10;10;Chemical;70;2.32;Mahdia;Central;Barley;127;39;57;Radicular and Foliar;55;15.108429116763888;95.125044171767;31.1;7.578836480077736;8.77
TRADEBOR;12;10;20;Liquid;50;2.89;Sousse;Central;Corn;142;61;34;Radicular and Foliar;70;17.2;61.5;46.644082526946505;7.463996867589163;5.98
AMINOPLUS ORGANIC;10;5;10;Granular;55;2.0;Siliana;Central;Potato;61;62;21;Radicular and Foliar;50;16.5;68.13251728894826;61.03667122179289;7.397657652725835;5.82
CONTROLPHYT Cu;12;10;5;Organic;85;2.2;Siliana;Central;Wheat;41;73;79;Radicular and Foliar;60;18.308174429429595;74.8;49.977020184287134;7.355359294169081;6.25
AMINOPLUS ORGANIC;10;5;10;Granular;55;2.58;Beja;North;Potato;61;62;21;Radicular and Foliar;50;28.502927996798483;130.64192182489407;42.23579676480762;6.9769317237846415;12.15
MAGNIFERT 10-5-10 + 2MgO;10;5;10;Chemical;55;2.63;Sfax;South;Barley;127;39;57;Soil Application;55;6.7;93.81936073115445;39.51404077761413;7.70875714100634;12.65
ACM AMINO 12 VEGETAL;15;10;15;Liquid;75;3.49;Manouba;North;Potato;61;62;21;Radicular and Foliar;50;32.3;98.25683572792678;37.01672434541301;6.722491008846885;6.8
AMINO Mn/Zn;15;15;15;Chemical;50;3.59;Mahdia;Central;Olive;146;70;40;Foliar;80;16.07031439325214;108.60436997779814;29.68799051105932;7.258060186010356;7.76
GOLDEN FER;12;10;5;Liquid;70;2.2;Kasserine;Central;Wheat;41;73;79;Radicular and Soil Application;60;27.32373083920241;115.61754624678105;45.1;7.734958111343235;5.3
ACM POTASIO GEL;12;15;20;Liquid;75;3.53;Kasserine;Central;Potato;61;62;21;Radicular and Foliar;50;29.20955889567709;107.8;42.17117518933522;7.855368176317691;5.0
BIOFERT ORGANIC;15;15;10;Organic;75;2.77;Kasserine;Central;Olive;146;70;40;Radicular;80;29.85275699683236;113.39659371351412;45.14643903065039;7.805505068478553;7.12
CONTROLPHYT Cu;12;10;5;Organic;85;1.97;Gafsa;South;Potato;61;62;21;Radicular and Foliar;50;12.0;52.90175703234535;40.00450048942689;7.927308969603401;15.21
HUMILIG 8-8;8;8;8;Granular;85;2.37;Zaghouan;North;Tomato;142;33;22;Radicular;45;17.0;146.0;89.24091674356826;7.455802737876047;10.32
ALGA-PLEX;10;5;10;Chemical;60;2.36;Tozeur;South;Tomato;142;33;22;Radicular and Foliar;45;21.9567584877517;68.24058393250709;13.203810903251394;7.985161218787294;12.72
FULVILAND;15;10;12;Chemical;60;2.99;Jendouba;North;Barley;127;39;57;Radicular and Foliar;55;29.6;88.4;64.75633265188058;6.623248599247171;8.56
IRONMAX 6%;5;15;10;Liquid;70;2.05;Sidi Bouzid;Central;Barley;127;39;57;Foliar;55;13.177665601629991;68.9;22.889877147410576;7.335303459706763;9.42
ACM BORO;12;15;15;Granular;70;3.52;Manouba;North;Wheat;41;73;79;Foliar;60;31.977740309347187;85.4;40.17496629987696;6.701982715376537;5.0
WUXAL AMINO;15;5;10;Organic;70;2.91;Nabeul;North;Barley;127;39;57;Radicular and Foliar;55;22.215667209582985;118.24197736342494;56.291256958527065;6.846901092586382;9.97
GOLDEN FER;12;10;5;Liquid;70;2.47;Kairouan;Central;Olive;146;70;40;Radicular and Soil Application;80;20.5;71.6;62.6;7.914673744000631;14.96
MOLEX;5;15;25;Chemical;75;3.29;Nabeul;North;Wheat;41;73;79;Radicular and Foliar;60;24.942728109741;124.49886136589954;54.33793540929301;6.902745540469694;5.0
BIORADICANTE;10;5;15;Liquid;70;2.61;Tozeur;South;Wheat;41;73;79;Radicular;60;23.5;74.9992168434351;13.3;8.294409596684877;17.81
ASCOFILLUM;15;10;10;Chemical;70;2.43;Kebili;South;Tomato;142;33;22;Radicular and Foliar;45;20.6;68.1;36.5;8.041295608416627;10.62
VEGETAMIN ECO;15;15;10;Chemical;80;3.19;Bizerte;North;Wheat;41;73;79;Radicular and Foliar;60;28.34993310413356;84.99792856023713;49.860958504208696;6.9193495297047525;5.0
ORGANIC PLUS 3-2-2;3;2;2;Chemical;50;1.72;Zaghouan;North;Wheat;41;73;79;Soil Application;60;18.058370733483333;132.9716588496302;80.7;7.18375418294722;21.99
DEFENDER CALCIO;15;10;5;Chemical;60;2.07;Ariana;North;Wheat;41;73;79;Radicular and Foliar;60;19.638965586388185;93.91009783194482;33.4;7.388185035758299;16.74
HUMILAND;15;12;10;Liquid;50;3.22;Jendouba;North;Potato;61;62;21;Radicular;50;31.95422272032786;77.7;63.10592514896099;6.905532893488219;5.28
DAP 18-46-0;18;46;0;Granular;60;4.65;Sousse;Central;Olive;146;70;40;Soil Application;80;17.2;62.2;42.2;7.475718424697427;70.35
FERTIMAX 15-15-15;15;15;15;Granular;60;3.03;Gafsa;South;Tomato;142;33;22;Soil Application;45;11.6;62.6;37.750766435957225;8.161471059638878;7.61
ALGAMAX ORGANIC;10;10;15;Liquid;50;2.69;Sidi Bouzid;Central;Potato;61;62;21;Foliar;50;11.1;67.9;;7.373643235574517;5.23
MAGNIFERT 10-5-10 + 2MgO;10;5;10;Chemical;55;2.45;Medenine;South;Corn;142;61;34;Soil Application;70;21.61351680711228;40.2;24.9;7.544877116004719;11.08
NITROPLUS 30-0-0;30;0;0;Organic;85;2.01;Gafsa;South;Wheat;41;73;79;Soil Application;60;10.0;57.54095566603261;35.620576378935155;8.351722999773392;23.83
CRIPTHUM;18;15;20;Organic;65;3.23;Kairouan;Central;Olive;146;70;40;Radicular;80;21.4;70.0;57.01399291288069;7.926863458356295;5.0
FERROACTIV H48;15;10;5;Chemical;70;2.15;Gafsa;South;Olive;146;70;40;Foliar;80;12.367170981410268;60.62433990020982;35.5;8.287566807603618;14.85
FOLIASTIM B Mo liquide;15;15;10;Liquid;65;2.63;Beja;North;Potato;61;62;21;Foliar;50;24.1;154.1;39.4;7.033397208034636;10.34
WUXAL ASCOFOL;15;15;10;Liquid;70;2.67;Sfax;South;Olive;146;70;40;Foliar;80;6.2;92.91152876288534;37.9;7.715523795603893;8.01
BOTAMISOL PRO 80;15;10;10;Chemical;70;2.32;Sousse;Central;Potato;61;62;21;Radicular and Foliar;50;15.598917181945971;66.61991950849173;48.09124151558439;7.399433304513651;9.77
IDAI K PLUS;8;10;15;Organic;60;2.37;Tataouine;South;Potato;61;62;21;Radicular and Foliar;50;23.8;83.27233032398505;22.1;7.474116763941809;8.48
ASCOFILLUM;15;10;10;Chemical;70;2.8;Tunis;North;Tomato;142;33;22;Radicular and Foliar;45;24.78055386803283;165.0377411969994;68.8;7.004827565939249;9.35
TURBO;15;10;15;Chemical;64;3.33;Gafsa;South;Barley;127;39;57;Radicular and Foliar;55;11.927408896558328;57.7;36.0;8.346317492937267;10.85
POTAFERT 0-0-60;0;0;60;Liquid;66;4.35;Sidi Bouzid;Central;Potato;61;62;21;Soil Application;50;13.034104112436234;73.21165987096693;20.94180674609908;7.277752791111118;5.0
MOLYBDENUM PLUS;5;10;5;Chemical;75;2.42;Sousse;Central;Olive;146;70;40;Foliar;80;15.9;61.37635112769125;44.89352087358775;7.43266950777686;14.55
AMMONIUM SULFATE;15;15;10;Liquid;50;3.0;Nabeul;North;Tomato;142;33;22;Soil Application;45;21.9;120.5;53.24550602079549;6.632258256857035;12.94
DAP;18;46;0;Granular;65;4.07;Zaghouan;North;Olive;146;70;40;Radicular and Soil Application;80;18.73188719933901;161.64632589806132;78.46891615336362;7.445625845344795;62.08
MICROFERT 12-0-0 + 1Zn;12;0;0;Chemical;50;1.77;Gabes;South;Wheat;41;73;79;Foliar;60;5.1;92.7;34.931220198790825;8.046381328991137;87.78
ASCOFILLUM;15;10;10;Chemical;70;2.72;Tataouine;South;Potato;61;62;21;Radicular and Foliar;50;20.7;77.2;23.107279429490863;7.461797231818899;9.37
ACM MAR S;15;10;10;Granular;90;3.15;Sidi Bouzid;Central;Barley;127;39;57;Foliar;55;10.65790402151515;69.26919456195483;22.791240432848504;7.2591550859397955;8.28
AMINO Mn/Zn;15;15;15;Chemical;50;3.7;Ben Arous;North;Olive;146;70;40;Foliar;80;29.4;136.25073879899952;32.79843434300549;7.157102439979521;7.21
TUNIFERT 12-12-17;12;12;17;Organic;80;2.69;Jendouba;North;Tomato;142;33;22;Soil Application;45;27.19351595386096;80.8;54.0;6.410118514173554;5.0
MainstayCalcio;15;5;5;Liquid;60;2.13;Kef;Central;Olive;146;70;40;Radicular and Foliar;80;14.8;95.59926985163204;25.8;7.681913406019919;17.28
RAPTOR FE 48;15;10;10;Liquid;75;3.06;Medenine;South;Corn;142;61;34;Radicular;70;20.3;41.66712273721955;21.9;7.628523737960814;8.32
MAGNESIUM NITRATE;10;10;10;Granular;50;2.86;Kebili;South;Corn;142;61;34;Soil Application;70;19.62390395174504;70.96485735223459;39.99440766378456;7.915382078734073;11.16
DCM VIVIKALI;5;5;20;Chemical;80;2.27;Ben Arous;North;Wheat;41;73;79;Soil Application;60;29.3;127.07786486651148;33.3;7.353673646086328;5.0
GLYBET;20;10;10;Liquid;80;2.53;Zaghouan;North;Tomato;142;33;22;Radicular and Foliar;45;18.13010140300185;132.56404861322451;72.81290009486735;7.245658693698142;8.79
ACM FUL EXTRA;5;10;15;Liquid;85;2.3;Jendouba;North;Potato;61;62;21;Radicular and Foliar;50;31.4;77.78165880571062;59.00687576333981;6.705687360252866;5.3
CUPRO ACTIV;15;15;15;Liquid;68;3.63;Ariana;North;Tomato;142;33;22;Radicular and Foliar;45;18.811813596130083;84.1;33.1;7.306267193743581;7.39
FORCE CYT;10;15;5;Organic;80;2.49;Monastir;Central;Barley;127;39;57;Radicular and Foliar;55;11.986654317912588;92.23704873038864;22.4;7.823058282871364;16.32
FOLIASTIM mix TE liquide;15;15;5;Organic;70;2.34;Ben Arous;North;Barley;127;39;57;Foliar;55;32.14978578008919;130.45488539112503;31.9;7.576449438984367;16.53
DEFENDER CALCIO;15;10;5;Chemical;60;2.31;Zaghouan;North;Corn;142;61;34;Radicular and Foliar;70;14.6;156.3;72.2;7.236380357870637;18.89
FERTIMAX 15-15-15;15;15;15;Granular;60;3.55;Tunis;North;Corn;142;61;34;Soil Application;70;26.42518725839178;138.7;65.49507995287097;7.199020183964547;6.09
POTASSIUM NITRATE;15;10;15;Granular;55;3.48;Monastir;Central;Potato;61;62;21;Soil Application;50;11.88091369634144;94.09421528921833;22.25856885005458;7.939812360540635;8.62
POTAFERT 0-0-60;0;0;60;Liquid;65;4.3;Jendouba;North;Barley;127;39;57;Soil Application;55;34.1;88.0;53.503699113027054;6.647845682187243;5.0
FULVOMAX;12;15;10;Granular;65;2.9;Ariana;North;Wheat;41;73;79;Radicular and Foliar;60;18.788152265130776;84.94803252141769;32.5;7.369932225712081;9.32
ECORMON;5;5;15;Chemical;85;2.64;Tataouine;South;Wheat;41;73;79;Radicular and Foliar;60;23.07144278408149;70.2;21.46924992323591;7.640412962953284;40.86
FERROACTIV H48;15;10;5;Chemical;70;2.76;Kairouan;Central;Olive;146;70;40;Foliar;80;22.4;67.09249757572346;53.82576881255443;7.545772534607972;14.49
PANORAMIX WHEAT;10;5;10;Liquid;80;2.53;Bizerte;North;Corn;142;61;34;Seed Treatment;70;30.38355957539831;100.753768362655;44.58158950653934;6.824587876432266;7.49
AMINO Mn/Zn;15;15;15;Chemical;50;3.01;Beja;North;Barley;127;39;57;Foliar;55;25.7;131.41912742915306;37.5;6.980603328236351;8.53
BESTCURE;15;10;10;Liquid;75;2.87;Tunis;North;Tomato;142;33;22;Radicular and Foliar;45;23.9;135.2179072803332;70.83408597700006;7.126376579424255;9.16
MOLYBDENUM PLUS;5;10;5;Chemical;75;1.87;Mahdia;Central;Corn;142;61;34;Foliar;70;16.2;97.7;34.2;7.595060495363141;15.15
ICI;12;5;15;Granular;80;3.09;Kef;Central;Tomato;142;33;22;Radicular and Foliar;45;13.90862960435343;94.48316810267458;26.9;7.699340547535775;6.68
GROBEL NPK 4-3-3 + 1MgO;4;3;3;Organic;54;1.97;Sousse;Central;Corn;142;61;34;Soil Application;70;14.5;62.3;46.6;7.406391032756685;33.43
FULVOMAX;12;15;10;Granular;65;3.26;Kebili;South;Tomato;142;33;22;Radicular and Foliar;45;20.685055269812104;73.0;37.39587044905967;8.048598417975052;10.67
FUSVICUR;5;5;15;Organic;50;2.65;Tozeur;South;Wheat;41;73;79;Foliar;60;20.065116228324825;68.61412828992238;13.1;8.255698786937417;72.07
ACM SEAFORCE;5;10;15;Liquid;87;2.99;Ariana;North;Tomato;142;33;22;Seed Treatment and Foliar;45;18.61229682643884;89.7;33.19161227255099;7.581065867259099;5.7
SANBIO PLANTA;15;10;15;Organic;81;3.04;Monastir;Central;Wheat;41;73;79;Soil Application;60;11.52114420301985;91.86171814392256;22.221238400646094;7.913466419656657;5.44
Urea;46;0;0;Granular;50;3.72;Ariana;North;Potato;61;62;21;Radicular;50;19.04080527223129;95.53147463209432;30.06254248477332;7.494887047054874;76.33
JISAQUEL FE S-6;10;10;20;Liquid;60;3.1;Manouba;North;Olive;146;70;40;Radicular and Soil Application;80;32.52667356691744;96.7;40.9;6.817493324262804;5.0
ACA 27 ORGANIC;10;15;15;Chemical;85;2.66;Tataouine;South;Barley;127;39;57;Radicular and Foliar;55;21.46615220660528;84.09789649413136;20.59311808723926;7.637088220766044;5.35
ACM HUMIC;12;15;10;Granular;50;2.93;Sfax;South;Wheat;41;73;79;Radicular and Foliar;60;6.2;109.1;42.9;7.577405603934301;5.13
GOLDEN FER;12;10;5;Liquid;70;2.53;Tataouine;South;Wheat;41;73;79;Radicular and Soil Application;60;21.014354438050635;70.3;24.586765651808328;7.501141428807201;64.46
GLYBET;20;10;10;Liquid;80;3.06;Bizerte;North;Tomato;142;33;22;Radicular and Foliar;45;26.988210613972715;97.7;49.5310772591864;7.007679658532955;7.53
BIFIDUS;12;10;12;Organic;85;2.99;Zaghouan;North;Potato;61;62;21;Micro-irrigation;50;17.93360175570234;131.4461629556931;81.1;7.186529853202363;5.0
FOLIASTIM mix TE liquide;15;15;5;Organic;70;3.12;Zaghouan;North;Tomato;142;33;22;Foliar;45;15.3;137.94626061311874;79.6;7.148645742729447;16.32
BIFIDUS;12;10;12;Organic;85;2.5;Medenine;South;Potato;61;62;21;Micro-irrigation;50;21.7;50.03317169469549;;7.591021325409519;5.0
DEFENDER MZ;10;15;10;Liquid;90;2.72;Ben Arous;North;Wheat;41;73;79;Radicular and Foliar;60;26.6;136.6659694261748;31.357468171104426;7.311830928384293;6.7
AGRI M40;16;10;20;Granular;75;2.95;Zaghouan;North;Tomato;142;33;22;Radicular;45;15.253010765898454;144.31705257561782;75.3;7.392614882512334;5.0
WUXAL AMINO;15;5;10;Organic;70;2.01;Kairouan;Central;Tomato;142;33;22;Radicular and Foliar;45;19.93532748060916;74.2;65.5;7.769433161824149;10.18
ACM AMINO 12 VEGETAL;15;10;15;Liquid;75;3.15;Kebili;South;Wheat;41;73;79;Radicular and Foliar;60;20.7;82.84549118539272;40.3;8.101251583009514;5.0
ECOFERT 5-3-4;5;3;4;Granular;60;1.34;Monastir;Central;Wheat;41;73;79;Soil Application;60;13.934239270928304;88.55720573059544;23.800224818352124;7.976777886166496;23.49
NPK 20-20-20;20;20;20;Granular;62;4.12;Sousse;Central;Wheat;41;73;79;Radicular and Foliar;60;18.30553679305572;66.95851793070997;48.443577459158014;7.502369321017619;5.0
AGRI M40;16;10;20;Granular;75;3.02;Monastir;Central;Corn;142;61;34;Radicular;70;12.797771349522936;89.82968449051813;22.95064367596689;7.821558457256966;5.0
ACM FUL EXTRA;5;10;15;Liquid;85;2.55;Medenine;South;Barley;127;39;57;Radicular and Foliar;55;21.4;41.18853744138786;23.90557105541216;7.737087352874698;57.39
BORON PLUS;10;5;15;Granular;50;2.78;Mahdia;Central;Corn;142;61;34;Foliar;70;15.211728174396544;88.9;33.89023692193104;7.631225543063154;7.88
AMINO Mn/Zn;15;15;15;Chemical;50;3.67;Mahdia;Central;Tomato;142;33;22;Foliar;45;14.3354390333375;107.55842633780824;29.1;7.416884493358263;9.39
BESTCURE;15;10;10;Liquid;75;2.67;Ben Arous;North;Olive;146;70;40;Radicular and Foliar;80;33.161868985987184;;27.3;7.349747333915221;7.15
FORCE CYT;10;15;5;Organic;80;2.49;Kasserine;Central;Wheat;41;73;79;Radicular and Foliar;60;29.19884421897205;104.4;;7.879084162549295;5.0
CONTROLPHYT Cu;12;10;5;Organic;85;1.91;Medenine;South;Wheat;41;73;79;Radicular and Foliar;60;20.96641139428779;42.5;21.8;7.637383787102117;69.59
FUSVICUR;5;5;15;Organic;50;2.23;Tunis;North;Wheat;41;73;79;Foliar;60;24.000202489611937;148.85891635794124;73.88351117490915;7.221976763023027;6.05
BESTCURE;15;10;10;Liquid;75;2.32;Manouba;North;Olive;146;70;40;Radicular and Foliar;80;31.68139039502347;99.21574293066632;36.658854253797294;6.566333122157696;6.64
WUXAL AMINO;15;5;10;Organic;70;2.65;Ben Arous;North;Potato;61;62;21;Radicular and Foliar;50;31.1;129.57473967799976;34.5;7.42961063488543;9.63
BOTAMISOL PRO 80;15;10;10;Chemical;69;2.33;Monastir;Central;Barley;127;39;57;Radicular and Foliar;55;12.169122734359286;93.4;20.23757199277032;7.976567949672603;9.39
RHYZO;8;10;5;Liquid;55;2.19;Medenine;South;Corn;142;61;34;Radicular;70;20.01748554446406;49.351111203471824;23.3;7.69348686282076;20.11
ORGAFLOW;18;10;15;Granular;70;3.49;Bizerte;North;Barley;127;39;57;Radicular;55;28.887646046846527;98.44520607143956;46.5;6.9487181046706095;6.38
ALGAMAX ORGANIC;10;10;15;Liquid;50;2.35;Siliana;Central;Barley;127;39;57;Foliar;55;18.668561306022703;;54.4;7.342603879311036;8.55
MAGNIFERT 10-5-10 + 2MgO;10;5;10;Chemical;55;2.37;Monastir;Central;Wheat;41;73;79;Soil Application;60;11.48207432812264;101.5402862709212;22.00205754382672;7.702307688131565;10.56
MICROFERT 12-0-0 + 1Zn;12;0;0;Chemical;50;1.87;Sfax;South;Barley;127;39;57;Foliar;55;6.784836249390051;93.40738651746138;42.2628392858386;7.763749829640846;148.34
HUMILIG 25 PLUS;10;15;20;Chemical;50;3.41;Sousse;Central;Olive;146;70;40;Radicular and Foliar;80;15.4;;50.9;7.280941768735143;5.46
CAOS XT;15;10;15;Chemical;55;3.18;Jendouba;North;Wheat;41;73;79;Radicular and Foliar;60;32.1254683677322;79.63204300320841;55.71065376236536;6.581761541452844;5.0
