STATIONNAME,CLIMATEZONE,CROP,COUNTRY,YA,YP,Source_Type,LONGITUDE,LATITUDE,ELEVATION_METER,AREA_IN_CLIMATEZONE_HA,TOTAL_AREA_HA,NUMBER_OF_CONTRIBUTING_STATIONS,NUMBER_OF_CONTRIBUTING_CLIMATEZONES,Data_Type,MANAGEMENT,CROPCYCLE,HARVESTYEAR,SOWINGDATE,CULTIVARMATURITY,USEDMODEL,Irrigation_Type
Kairouan,2,Wheat,Tunisia,4.27,6.105,Station,9.87,35.67,60,14000,25500,3,3,Merged Data,Single Wheat,1,2005,11,167.0,WOFOST,1
Kairouan,2,Wheat,Tunisia,5.5,6.295,Station,9.87,35.67,60,14000,25500,1,2,Merged Data,Single Wheat,1,2006,11,168.0,WOFOST,1
Kairouan,2,Wheat,Tunisia,5.35,5.715,Station,9.87,35.67,60,14000,25500,3,2,Merged Data,Single Wheat,1,2007,11,176.0,WOFOST,1
Kairouan,2,Wheat,Tunisia,4.88,6.03,Station,9.87,35.67,60,14000,25500,2,5,Merged Data,Single Wheat,1,2008,11,156.0,WOFOST,1
Kairouan,2,Wheat,Tunisia,5.32,6.815,Station,9.87,35.67,60,14000,25500,3,4,Merged Data,Single Wheat,1,2009,11,167.0,WOFOST,1
Kairouan,2,Wheat,Tunisia,4.21,5.47,Station,9.87,35.67,60,14000,25500,1,2,Merged Data,Single Wheat,1,2010,11,185.0,WOFOST,1
Kairouan,2,Wheat,Tunisia,4.53,5.605,Station,9.87,35.67,60,14000,25500,2,1,Merged Data,Single Wheat,1,2011,11,166.0,WOFOST,1
Kairouan,2,Wheat,Tunisia,4.1,5.78,Station,9.87,35.67,60,14000,25500,2,2,Merged Data,Single Wheat,1,2012,11,157.0,WOFOST,1
Kairouan,2,Barley,Tunisia,3.77,4.575,Station,9.87,35.67,60,14000,25500,1,2,Merged Data,Single Barley,1,1990,11,175.0,WOFOST,1
Kairouan,2,Barley,Tunisia,4.75,5.36,Station,9.87,35.67,60,14000,25500,2,1,Merged Data,Single Barley,1,1991,11,158.0,WOFOST,1
Kairouan,2,Barley,Tunisia,4.79,6.06,Station,9.87,35.67,60,14000,25500,2,3,Merged Data,Single Barley,1,1992,11,149.0,WOFOST,1
Kairouan,2,Barley,Tunisia,4.51,5.535,Station,9.87,35.67,60,14000,25500,1,5,Merged Data,Single Barley,1,1993,11,145.0,WOFOST,1
Kairouan,2,Barley,Tunisia,4.03,4.46,Station,9.87,35.67,60,14000,25500,1,1,Merged Data,Single Barley,1,1994,11,166.0,WOFOST,1
Kairouan,2,Barley,Tunisia,4.53,5.29,Station,9.87,35.67,60,14000,25500,1,5,Merged Data,Single Barley,1,1995,11,160.0,WOFOST,1
Kairouan,2,Barley,Tunisia,4.25,6.16,Station,9.87,35.67,60,14000,25500,1,2,Merged Data,Single Barley,1,1996,11,146.0,WOFOST,1
Kairouan,2,Barley,Tunisia,3.99,5.42,Station,9.87,35.67,60,14000,25500,2,2,Merged Data,Single Barley,1,1997,11,145.0,WOFOST,1
Kairouan,2,Barley,Tunisia,4.36,5.775,Station,9.87,35.67,60,14000,25500,3,1,Merged Data,Single Barley,1,1998,11,163.0,WOFOST,1
Kairouan,2,Barley,Tunisia,4.78,5.44,Station,9.87,35.67,60,14000,25500,1,3,Merged Data,Single Barley,1,1999,11,157.0,WOFOST,1
Kairouan,2,Barley,Tunisia,4.99,6.015,Station,9.87,35.67,60,14000,25500,1,3,Merged Data,Single Barley,1,2000,11,175.0,WOFOST,1
Kairouan,2,Barley,Tunisia,3.86,4.58,Station,9.87,35.67,60,14000,25500,3,1,Merged Data,Single Barley,1,2001,11,163.0,WOFOST,1
Kairouan,2,Barley,Tunisia,3.86,4.85,Station,9.87,35.67,60,14000,25500,1,2,Merged Data,Single Barley,1,2002,11,158.0,WOFOST,1
Kairouan,2,Barley,Tunisia,4.55,5.119999999999999,Station,9.87,35.67,60,14000,25500,2,1,Merged Data,Single Barley,1,2003,11,175.0,WOFOST,1
Kairouan,2,Barley,Tunisia,5.14,5.965,Station,9.87,35.67,60,14000,25500,3,2,Merged Data,Single Barley,1,2004,11,169.0,WOFOST,1
Kairouan,2,Barley,Tunisia,4.54,5.805,Station,9.87,35.67,60,14000,25500,2,5,Merged Data,Single Barley,1,2005,11,171.0,WOFOST,1
Kairouan,2,Barley,Tunisia,4.67,5.54,Station,9.87,35.67,60,14000,25500,1,1,Merged Data,Single Barley,1,2006,11,171.0,WOFOST,1
Kairouan,2,Barley,Tunisia,5.38,5.904999999999999,Station,9.87,35.67,60,14000,25500,2,1,Merged Data,Single Barley,1,2007,11,146.0,WOFOST,1
Kairouan,2,Barley,Tunisia,5.72,6.575,Station,9.87,35.67,60,14000,25500,1,1,Merged Data,Single Barley,1,2008,11,166.0,WOFOST,1
Kairouan,2,Barley,Tunisia,4.96,5.744999999999999,Station,9.87,35.67,60,14000,25500,2,4,Merged Data,Single Barley,1,2009,11,148.0,WOFOST,1
Kairouan,2,Barley,Tunisia,4.18,5.72,Station,9.87,35.67,60,14000,25500,2,5,Merged Data,Single Barley,1,2010,11,146.0,WOFOST,1
Kairouan,2,Barley,Tunisia,5.06,5.875,Station,9.87,35.67,60,14000,25500,3,5,Merged Data,Single Barley,1,2011,11,155.0,WOFOST,1
Kairouan,2,Barley,Tunisia,4.29,5.675,Station,9.87,35.67,60,14000,25500,2,3,Merged Data,Single Barley,1,2012,11,166.0,WOFOST,1
Kairouan,2,Vines,Tunisia,5.39,6.74,Station,9.87,35.67,60,14000,25500,3,1,Merged Data,Single Vines,1,1990,3,193.0,WOFOST,1
Kairouan,2,Vines,Tunisia,5.62,5.984999999999999,Station,9.87,35.67,60,14000,25500,1,2,Merged Data,Single Vines,1,1991,3,180.0,WOFOST,1
Kairouan,2,Vines,Tunisia,6.12,7.875,Station,9.87,35.67,60,14000,25500,3,5,Merged Data,Single Vines,1,1992,3,178.0,WOFOST,1
Kairouan,2,Vines,Tunisia,4.53,6.145,Station,9.87,35.67,60,14000,25500,2,1,Merged Data,Single Vines,1,1993,3,175.0,WOFOST,1
Kairouan,2,Vines,Tunisia,5.21,6.06,Station,9.87,35.67,60,14000,25500,2,4,Merged Data,Single Vines,1,1994,3,179.0,WOFOST,1
Kairouan,2,Vines,Tunisia,6.66,7.785,Station,9.87,35.67,60,14000,25500,1,1,Merged Data,Single Vines,1,1995,3,174.0,WOFOST,1
Kairouan,2,Vines,Tunisia,6.03,7.65,Station,9.87,35.67,60,14000,25500,3,1,Merged Data,Single Vines,1,1996,3,188.0,WOFOST,1
Kairouan,2,Vines,Tunisia,5.47,6.99,Station,9.87,35.67,60,14000,25500,2,3,Merged Data,Single Vines,1,1997,3,172.0,WOFOST,1
Kairouan,2,Vines,Tunisia,4.55,6.215,Station,9.87,35.67,60,14000,25500,1,4,Merged Data,Single Vines,1,1998,3,184.0,WOFOST,1
Kairouan,2,Vines,Tunisia,6.79,7.695,Station,9.87,35.67,60,14000,25500,1,5,Merged Data,Single Vines,1,1999,3,170.0,WOFOST,1
Kairouan,2,Vines,Tunisia,4.61,6.109999999999999,Station,9.87,35.67,60,14000,25500,1,4,Merged Data,Single Vines,1,2000,3,183.0,WOFOST,1
Kairouan,2,Vines,Tunisia,6.03,6.609999999999999,Station,9.87,35.67,60,14000,25500,2,4,Merged Data,Single Vines,1,2001,3,191.0,WOFOST,1
Kairouan,2,Vines,Tunisia,6.62,7.959999999999999,Station,9.87,35.67,60,14000,25500,1,4,Merged Data,Single Vines,1,2002,3,168.0,WOFOST,1
Kairouan,2,Vines,Tunisia,4.77,5.83,Station,9.87,35.67,60,14000,25500,3,3,Merged Data,Single Vines,1,2003,3,184.0,WOFOST,1
Kairouan,2,Vines,Tunisia,4.81,6.285,Station,9.87,35.67,60,14000,25500,2,4,Merged Data,Single Vines,1,2004,3,178.0,WOFOST,1
Kairouan,2,Vines,Tunisia,5.71,6.505000000000001,Station,9.87,35.67,60,14000,25500,3,5,Merged Data,Single Vines,1,2005,3,171.0,WOFOST,1
Kairouan,2,Vines,Tunisia,5.66,6.465,Station,9.87,35.67,60,14000,25500,2,4,Merged Data,Single Vines,1,2006,3,179.0,WOFOST,1
Kairouan,2,Vines,Tunisia,4.73,6.265000000000001,Station,9.87,35.67,60,14000,25500,3,4,Merged Data,Single Vines,1,2007,3,177.0,WOFOST,1
Kairouan,2,Vines,Tunisia,5.01,6.0,Station,9.87,35.67,60,14000,25500,3,3,Merged Data,Single Vines,1,2008,3,176.0,WOFOST,1
Kairouan,2,Vines,Tunisia,5.62,6.94,Station,9.87,35.67,60,14000,25500,3,5,Merged Data,Single Vines,1,2009,3,166.0,WOFOST,1
Kairouan,2,Vines,Tunisia,4.43,6.109999999999999,Station,9.87,35.67,60,14000,25500,1,3,Merged Data,Single Vines,1,2010,3,179.0,WOFOST,1
Kairouan,2,Vines,Tunisia,5.48,6.44,Station,9.87,35.67,60,14000,25500,3,5,Merged Data,Single Vines,1,2011,3,173.0,WOFOST,1
Kairouan,2,Vines,Tunisia,4.87,5.984999999999999,Station,9.87,35.67,60,14000,25500,2,5,Merged Data,Single Vines,1,2012,3,194.0,WOFOST,1
Kairouan,2,Citrus,Tunisia,7.33,8.190000000000001,Station,9.87,35.67,60,14000,25500,2,5,Merged Data,Single Citrus,1,1990,2,212.0,WOFOST,1
Kairouan,2,Citrus,Tunisia,7.39,9.030000000000001,Station,9.87,35.67,60,14000,25500,1,2,Merged Data,Single Citrus,1,1991,2,219.0,WOFOST,1
Kairouan,2,Citrus,Tunisia,4.72,6.035,Station,9.87,35.67,60,14000,25500,1,3,Merged Data,Single Citrus,1,1992,2,213.0,WOFOST,1
Kairouan,2,Citrus,Tunisia,5.32,5.94,Station,9.87,35.67,60,14000,25500,1,1,Merged Data,Single Citrus,1,1993,2,223.0,WOFOST,1
Kairouan,2,Citrus,Tunisia,5.55,6.465,Station,9.87,35.67,60,14000,25500,3,2,Merged Data,Single Citrus,1,1994,2,214.0,WOFOST,1
Kairouan,2,Citrus,Tunisia,6.3,8.795,Station,9.87,35.67,60,14000,25500,1,4,Merged Data,Single Citrus,1,1995,2,195.0,WOFOST,1
Kairouan,2,Citrus,Tunisia,4.29,6.08,Station,9.87,35.67,60,14000,25500,3,1,Merged Data,Single Citrus,1,1996,2,210.0,WOFOST,1
Kairouan,2,Citrus,Tunisia,6.72,8.73,Station,9.87,35.67,60,14000,25500,2,1,Merged Data,Single Citrus,1,1997,2,197.0,WOFOST,1
Kairouan,2,Citrus,Tunisia,6.51,7.985,Station,9.87,35.67,60,14000,25500,3,5,Merged Data,Single Citrus,1,1998,2,195.0,WOFOST,1
Kairouan,2,Citrus,Tunisia,4.67,6.265000000000001,Station,9.87,35.67,60,14000,25500,1,5,Merged Data,Single Citrus,1,1999,2,200.0,WOFOST,1
Kairouan,2,Citrus,Tunisia,5.81,6.91,Station,9.87,35.67,60,14000,25500,3,4,Merged Data,Single Citrus,1,2000,2,221.0,WOFOST,1
Kairouan,2,Citrus,Tunisia,5.31,5.845000000000001,Station,9.87,35.67,60,14000,25500,2,4,Merged Data,Single Citrus,1,2001,2,216.0,WOFOST,1
Kairouan,2,Citrus,Tunisia,4.68,6.335000000000001,Station,9.87,35.67,60,14000,25500,1,4,Merged Data,Single Citrus,1,2002,2,208.0,WOFOST,1
Kairouan,2,Citrus,Tunisia,5.56,6.76,Station,9.87,35.67,60,14000,25500,2,1,Merged Data,Single Citrus,1,2003,2,224.0,WOFOST,1
Kairouan,2,Citrus,Tunisia,5.85,8.215,Station,9.87,35.67,60,14000,25500,2,4,Merged Data,Single Citrus,1,2004,2,204.0,WOFOST,1
Kairouan,2,Citrus,Tunisia,4.91,6.81,Station,9.87,35.67,60,14000,25500,3,5,Merged Data,Single Citrus,1,2005,2,215.0,WOFOST,1
Kairouan,2,Citrus,Tunisia,6.07,8.34,Station,9.87,35.67,60,14000,25500,2,2,Merged Data,Single Citrus,1,2006,2,208.0,WOFOST,1
Kairouan,2,Citrus,Tunisia,5.19,6.845000000000001,Station,9.87,35.67,60,14000,25500,1,5,Merged Data,Single Citrus,1,2007,2,206.0,WOFOST,1
Kairouan,2,Citrus,Tunisia,6.93,8.695,Station,9.87,35.67,60,14000,25500,1,1,Merged Data,Single Citrus,1,2008,2,203.0,WOFOST,1
Kairouan,2,Citrus,Tunisia,5.68,7.435,Station,9.87,35.67,60,14000,25500,1,2,Merged Data,Single Citrus,1,2009,2,209.0,WOFOST,1
Kairouan,2,Citrus,Tunisia,5.01,6.734999999999999,Station,9.87,35.67,60,14000,25500,2,3,Merged Data,Single Citrus,1,2010,2,221.0,WOFOST,1
Kairouan,2,Citrus,Tunisia,5.76,7.56,Station,9.87,35.67,60,14000,25500,3,3,Merged Data,Single Citrus,1,2011,2,223.0,WOFOST,1
Kairouan,2,Citrus,Tunisia,7.5,9.1,Station,9.87,35.67,60,14000,25500,1,3,Merged Data,Single Citrus,1,2012,2,216.0,WOFOST,1
Kairouan,2,Tomatoes,Tunisia,6.86,7.925000000000001,Station,9.87,35.67,60,14000,25500,2,1,Merged Data,Single Tomatoes,1,1990,4,123.0,WOFOST,1
Kairouan,2,Tomatoes,Tunisia,7.56,9.74,Station,9.87,35.67,60,14000,25500,1,2,Merged Data,Single Tomatoes,1,1991,4,112.0,WOFOST,1
Kairouan,2,Tomatoes,Tunisia,8.28,10.485,Station,9.87,35.67,60,14000,25500,2,3,Merged Data,Single Tomatoes,1,1992,4,116.0,WOFOST,1
Kairouan,2,Tomatoes,Tunisia,8.54,10.02,Station,9.87,35.67,60,14000,25500,2,2,Merged Data,Single Tomatoes,1,1993,4,121.0,WOFOST,1
Kairouan,2,Tomatoes,Tunisia,6.53,8.129999999999999,Station,9.87,35.67,60,14000,25500,3,1,Merged Data,Single Tomatoes,1,1994,4,128.0,WOFOST,1
Kairouan,2,Tomatoes,Tunisia,7.97,9.25,Station,9.87,35.67,60,14000,25500,2,4,Merged Data,Single Tomatoes,1,1995,4,109.0,WOFOST,1
Kairouan,2,Tomatoes,Tunisia,6.52,8.54,Station,9.87,35.67,60,14000,25500,2,3,Merged Data,Single Tomatoes,1,1996,4,105.0,WOFOST,1
Kairouan,2,Tomatoes,Tunisia,8.19,10.17,Station,9.87,35.67,60,14000,25500,3,4,Merged Data,Single Tomatoes,1,1997,4,123.0,WOFOST,1
Kairouan,2,Tomatoes,Tunisia,9.54,10.43,Station,9.87,35.67,60,14000,25500,3,4,Merged Data,Single Tomatoes,1,1998,4,113.0,WOFOST,1
Kairouan,2,Tomatoes,Tunisia,9.75,11.225,Station,9.87,35.67,60,14000,25500,3,3,Merged Data,Single Tomatoes,1,1999,4,126.0,WOFOST,1
Kairouan,2,Tomatoes,Tunisia,6.64,9.39,Station,9.87,35.67,60,14000,25500,3,2,Merged Data,Single Tomatoes,1,2000,4,112.0,WOFOST,1
Kairouan,2,Tomatoes,Tunisia,8.29,10.135,Station,9.87,35.67,60,14000,25500,3,2,Merged Data,Single Tomatoes,1,2001,4,109.0,WOFOST,1
Kairouan,2,Tomatoes,Tunisia,8.27,9.965,Station,9.87,35.67,60,14000,25500,3,4,Merged Data,Single Tomatoes,1,2002,4,107.0,WOFOST,1
Kairouan,2,Tomatoes,Tunisia,7.55,9.46,Station,9.87,35.67,60,14000,25500,3,2,Merged Data,Single Tomatoes,1,2003,4,119.0,WOFOST,1
Kairouan,2,Tomatoes,Tunisia,7.35,10.155,Station,9.87,35.67,60,14000,25500,1,2,Merged Data,Single Tomatoes,1,2004,4,131.0,WOFOST,1
Kairouan,2,Tomatoes,Tunisia,7.25,10.085,Station,9.87,35.67,60,14000,25500,3,1,Merged Data,Single Tomatoes,1,2005,4,109.0,WOFOST,1
Kairouan,2,Tomatoes,Tunisia,6.74,8.175,Station,9.87,35.67,60,14000,25500,3,4,Merged Data,Single Tomatoes,1,2006,4,115.0,WOFOST,1
Kairouan,2,Tomatoes,Tunisia,8.35,10.98,Station,9.87,35.67,60,14000,25500,3,2,Merged Data,Single Tomatoes,1,2007,4,114.0,WOFOST,1
Kairouan,2,Tomatoes,Tunisia,7.01,8.89,Station,9.87,35.67,60,14000,25500,1,2,Merged Data,Single Tomatoes,1,2008,4,134.0,WOFOST,1
Kairouan,2,Tomatoes,Tunisia,7.91,8.594999999999999,Station,9.87,35.67,60,14000,25500,1,3,Merged Data,Single Tomatoes,1,2009,4,126.0,WOFOST,1
Kairouan,2,Tomatoes,Tunisia,6.86,9.475,Station,9.87,35.67,60,14000,25500,1,1,Merged Data,Single Tomatoes,1,2010,4,105.0,WOFOST,1
Kairouan,2,Tomatoes,Tunisia,8.17,9.005,Station,9.87,35.67,60,14000,25500,2,2,Merged Data,Single Tomatoes,1,2011,4,126.0,WOFOST,1
Kairouan,2,Tomatoes,Tunisia,8.05,10.685,Station,9.87,35.67,60,14000,25500,2,4,Merged Data,Single Tomatoes,1,2012,4,105.0,WOFOST,1
Sousse,2,Olives,Tunisia,2.97,3.66,Station,10.63,35.83,25,16000,27000,1,2,Merged Data,Single Olives,1,1990,3,364.0,WOFOST,1
Sousse,2,Olives,Tunisia,3.39,4.69,Station,10.63,35.83,25,16000,27000,3,1,Merged Data,Single Olives,1,1991,3,363.0,WOFOST,1
Sousse,2,Olives,Tunisia,2.71,2.995,Station,10.63,35.83,25,16000,27000,3,3,Merged Data,Single Olives,1,1992,3,363.0,WOFOST,1
Sousse,2,Olives,Tunisia,3.19,4.46,Station,10.63,35.83,25,16000,27000,2,1,Merged Data,Single Olives,1,1993,3,355.0,WOFOST,1
Sousse,2,Olives,Tunisia,3.7,4.470000000000001,Station,10.63,35.83,25,16000,27000,3,3,Merged Data,Single Olives,1,1994,3,350.0,WOFOST,1
Sousse,2,Olives,Tunisia,4.02,4.800000000000001,Station,10.63,35.83,25,16000,27000,2,5,Merged Data,Single Olives,1,1995,3,370.0,WOFOST,1
Sousse,2,Olives,Tunisia,2.49,3.0,Station,10.63,35.83,25,16000,27000,3,1,Merged Data,Single Olives,1,1996,3,373.0,WOFOST,1
Sousse,2,Olives,Tunisia,2.65,3.59,Station,10.63,35.83,25,16000,27000,2,2,Merged Data,Single Olives,1,1997,3,350.0,WOFOST,1
Sousse,2,Olives,Tunisia,3.29,3.725,Station,10.63,35.83,25,16000,27000,2,3,Merged Data,Single Olives,1,1998,3,354.0,WOFOST,1
Sousse,2,Olives,Tunisia,3.42,4.185,Station,10.63,35.83,25,16000,27000,1,1,Merged Data,Single Olives,1,1999,3,373.0,WOFOST,1
Sousse,2,Olives,Tunisia,2.84,3.655,Station,10.63,35.83,25,16000,27000,1,4,Merged Data,Single Olives,1,2000,3,356.0,WOFOST,1
Sousse,2,Olives,Tunisia,3.03,3.655,Station,10.63,35.83,25,16000,27000,2,3,Merged Data,Single Olives,1,2001,3,350.0,WOFOST,1
Sousse,2,Olives,Tunisia,2.67,3.095,Station,10.63,35.83,25,16000,27000,1,3,Merged Data,Single Olives,1,2002,3,377.0,WOFOST,1
Sousse,2,Olives,Tunisia,3.53,4.575,Station,10.63,35.83,25,16000,27000,3,1,Merged Data,Single Olives,1,2003,3,369.0,WOFOST,1
Sousse,2,Olives,Tunisia,3.1,3.93,Station,10.63,35.83,25,16000,27000,3,3,Merged Data,Single Olives,1,2004,3,373.0,WOFOST,1
Sousse,2,Olives,Tunisia,2.24,3.0,Station,10.63,35.83,25,16000,27000,2,5,Merged Data,Single Olives,1,2005,3,355.0,WOFOST,1
Sousse,2,Olives,Tunisia,2.98,3.435,Station,10.63,35.83,25,16000,27000,2,2,Merged Data,Single Olives,1,2006,3,354.0,WOFOST,1
Sousse,2,Olives,Tunisia,3.65,4.25,Station,10.63,35.83,25,16000,27000,3,2,Merged Data,Single Olives,1,2007,3,360.0,WOFOST,1
Sousse,2,Olives,Tunisia,3.99,5.025,Station,10.63,35.83,25,16000,27000,1,2,Merged Data,Single Olives,1,2008,3,370.0,WOFOST,1
Sousse,2,Olives,Tunisia,2.77,3.275,Station,10.63,35.83,25,16000,27000,1,1,Merged Data,Single Olives,1,2009,3,363.0,WOFOST,1
Sousse,2,Olives,Tunisia,3.38,3.78,Station,10.63,35.83,25,16000,27000,2,3,Merged Data,Single Olives,1,2010,3,379.0,WOFOST,1
Sousse,2,Olives,Tunisia,2.6,3.255,Station,10.63,35.83,25,16000,27000,2,3,Merged Data,Single Olives,1,2011,3,351.0,WOFOST,1
Sousse,2,Olives,Tunisia,2.72,2.98,Station,10.63,35.83,25,16000,27000,2,3,Merged Data,Single Olives,1,2012,3,357.0,WOFOST,1
Sousse,2,Wheat,Tunisia,4.62,5.44,Station,10.63,35.83,25,16000,27000,2,2,Merged Data,Single Wheat,1,1990,11,166.0,WOFOST,1
Sousse,2,Wheat,Tunisia,4.95,5.93,Station,10.63,35.83,25,16000,27000,2,4,Merged Data,Single Wheat,1,1991,11,158.0,WOFOST,1
Sousse,2,Wheat,Tunisia,5.55,6.57,Station,10.63,35.83,25,16000,27000,1,1,Merged Data,Single Wheat,1,1992,11,170.0,WOFOST,1
Sousse,2,Wheat,Tunisia,6.06,6.715,Station,10.63,35.83,25,16000,27000,3,2,Merged Data,Single Wheat,1,1993,11,177.0,WOFOST,1
Sousse,2,Wheat,Tunisia,4.92,5.59,Station,10.63,35.83,25,16000,27000,2,5,Merged Data,Single Wheat,1,1994,11,160.0,WOFOST,1
Sousse,2,Wheat,Tunisia,4.79,5.56,Station,10.63,35.83,25,16000,27000,1,4,Merged Data,Single Wheat,1,1995,11,174.0,WOFOST,1
Sousse,2,Wheat,Tunisia,4.55,5.43,Station,10.63,35.83,25,16000,27000,2,1,Merged Data,Single Wheat,1,1996,11,162.0,WOFOST,1
Sousse,2,Wheat,Tunisia,5.35,6.26,Station,10.63,35.83,25,16000,27000,2,3,Merged Data,Single Wheat,1,1997,11,166.0,WOFOST,1
Sousse,2,Wheat,Tunisia,5.39,6.515,Station,10.63,35.83,25,16000,27000,3,5,Merged Data,Single Wheat,1,1998,11,155.0,WOFOST,1
Sousse,2,Wheat,Tunisia,4.42,6.07,Station,10.63,35.83,25,16000,27000,2,3,Merged Data,Single Wheat,1,1999,11,171.0,WOFOST,1
Sousse,2,Wheat,Tunisia,5.05,6.234999999999999,Station,10.63,35.83,25,16000,27000,2,2,Merged Data,Single Wheat,1,2000,11,177.0,WOFOST,1
Sousse,2,Wheat,Tunisia,4.46,6.135,Station,10.63,35.83,25,16000,27000,2,4,Merged Data,Single Wheat,1,2001,11,172.0,WOFOST,1
Sousse,2,Wheat,Tunisia,5.21,5.935,Station,10.63,35.83,25,16000,27000,1,1,Merged Data,Single Wheat,1,2002,11,172.0,WOFOST,1
Sousse,2,Wheat,Tunisia,5.88,6.575,Station,10.63,35.83,25,16000,27000,1,5,Merged Data,Single Wheat,1,2003,11,180.0,WOFOST,1
Sousse,2,Wheat,Tunisia,4.01,5.21,Station,10.63,35.83,25,16000,27000,3,2,Merged Data,Single Wheat,1,2004,11,172.0,WOFOST,1
Sousse,2,Wheat,Tunisia,4.07,5.145,Station,10.63,35.83,25,16000,27000,3,5,Merged Data,Single Wheat,1,2005,11,174.0,WOFOST,1
Sousse,2,Wheat,Tunisia,4.43,5.095,Station,10.63,35.83,25,16000,27000,2,5,Merged Data,Single Wheat,1,2006,11,157.0,WOFOST,1
Sousse,2,Wheat,Tunisia,4.22,5.935,Station,10.63,35.83,25,16000,27000,1,1,Merged Data,Single Wheat,1,2007,11,156.0,WOFOST,1
Sousse,2,Wheat,Tunisia,4.49,5.95,Station,10.63,35.83,25,16000,27000,1,1,Merged Data,Single Wheat,1,2008,11,184.0,WOFOST,1
Sousse,2,Wheat,Tunisia,5.64,6.26,Station,10.63,35.83,25,16000,27000,2,2,Merged Data,Single Wheat,1,2009,11,176.0,WOFOST,1
Sousse,2,Wheat,Tunisia,4.77,5.59,Station,10.63,35.83,25,16000,27000,1,1,Merged Data,Single Wheat,1,2010,11,184.0,WOFOST,1
Sousse,2,Wheat,Tunisia,4.98,5.539999999999999,Station,10.63,35.83,25,16000,27000,2,3,Merged Data,Single Wheat,1,2011,11,158.0,WOFOST,1
Sousse,2,Wheat,Tunisia,5.79,6.9,Station,10.63,35.83,25,16000,27000,1,5,Merged Data,Single Wheat,1,2012,11,164.0,WOFOST,1
Sousse,2,Barley,Tunisia,5.08,6.234999999999999,Station,10.63,35.83,25,16000,27000,2,5,Merged Data,Single Barley,1,1990,11,175.0,WOFOST,1
Sousse,2,Barley,Tunisia,4.61,5.9,Station,10.63,35.83,25,16000,27000,1,3,Merged Data,Single Barley,1,1991,11,162.0,WOFOST,1
Sousse,2,Barley,Tunisia,5.17,5.7,Station,10.63,35.83,25,16000,27000,1,2,Merged Data,Single Barley,1,1992,11,161.0,WOFOST,1
Sousse,2,Barley,Tunisia,5.43,6.165,Station,10.63,35.83,25,16000,27000,1,4,Merged Data,Single Barley,1,1993,11,150.0,WOFOST,1
Sousse,2,Barley,Tunisia,4.55,5.404999999999999,Station,10.63,35.83,25,16000,27000,3,4,Merged Data,Single Barley,1,1994,11,151.0,WOFOST,1
Sousse,2,Barley,Tunisia,5.1,6.23,Station,10.63,35.83,25,16000,27000,3,4,Merged Data,Single Barley,1,1995,11,151.0,WOFOST,1
Sousse,2,Barley,Tunisia,3.77,4.695,Station,10.63,35.83,25,16000,27000,2,4,Merged Data,Single Barley,1,1996,11,167.0,WOFOST,1
Sousse,2,Barley,Tunisia,5.31,6.055,Station,10.63,35.83,25,16000,27000,1,4,Merged Data,Single Barley,1,1997,11,152.0,WOFOST,1
Sousse,2,Barley,Tunisia,4.71,6.58,Station,10.63,35.83,25,16000,27000,2,4,Merged Data,Single Barley,1,1998,11,168.0,WOFOST,1
Sousse,2,Barley,Tunisia,4.23,5.08,Station,10.63,35.83,25,16000,27000,2,2,Merged Data,Single Barley,1,1999,11,158.0,WOFOST,1
Sousse,2,Barley,Tunisia,5.41,6.36,Station,10.63,35.83,25,16000,27000,3,5,Merged Data,Single Barley,1,2000,11,155.0,WOFOST,1
Sousse,2,Barley,Tunisia,4.25,5.085000000000001,Station,10.63,35.83,25,16000,27000,2,2,Merged Data,Single Barley,1,2001,11,150.0,WOFOST,1
Sousse,2,Barley,Tunisia,3.99,4.725,Station,10.63,35.83,25,16000,27000,2,2,Merged Data,Single Barley,1,2002,11,158.0,WOFOST,1
Sousse,2,Barley,Tunisia,5.25,5.905,Station,10.63,35.83,25,16000,27000,1,4,Merged Data,Single Barley,1,2003,11,157.0,WOFOST,1
Sousse,2,Barley,Tunisia,4.25,4.845000000000001,Station,10.63,35.83,25,16000,27000,2,5,Merged Data,Single Barley,1,2004,11,150.0,WOFOST,1
Sousse,2,Barley,Tunisia,3.98,5.24,Station,10.63,35.83,25,16000,27000,1,2,Merged Data,Single Barley,1,2005,11,151.0,WOFOST,1
Sousse,2,Barley,Tunisia,4.27,4.54,Station,10.63,35.83,25,16000,27000,1,4,Merged Data,Single Barley,1,2006,11,161.0,WOFOST,1
Sousse,2,Barley,Tunisia,4.92,6.26,Station,10.63,35.83,25,16000,27000,3,5,Merged Data,Single Barley,1,2007,11,154.0,WOFOST,1
Sousse,2,Barley,Tunisia,4.82,5.715,Station,10.63,35.83,25,16000,27000,3,3,Merged Data,Single Barley,1,2008,11,151.0,WOFOST,1
Sousse,2,Barley,Tunisia,4.48,5.94,Station,10.63,35.83,25,16000,27000,3,1,Merged Data,Single Barley,1,2009,11,158.0,WOFOST,1
Sousse,2,Barley,Tunisia,4.41,5.49,Station,10.63,35.83,25,16000,27000,2,4,Merged Data,Single Barley,1,2010,11,147.0,WOFOST,1
Sousse,2,Barley,Tunisia,5.13,6.065,Station,10.63,35.83,25,16000,27000,3,5,Merged Data,Single Barley,1,2011,11,151.0,WOFOST,1
